chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
scaffold_228	122591	122592	Aluexon:3164	chr5:130986918:130986919:-	+	181	5.05	6	2	6
scaffold_2295	65587	65588	Aluexon:6757	chr2:61076369:61076370:-	-	206	3.65	6	6	6
scaffold_2297	222517	222518	Aluexon:2737	chr22:41681133:41681134:-	+	52	2.05	5	5	4
scaffold_2297	222866	222867	Aluexon:2738	chr22:41680852:41680853:-	+	16	-6.67	NA	7	NA
scaffold_2299	59272	59273	Aluexon:253	chr1:154959688:154959689:+	+	181	-4.94	6	3	6
scaffold_2300	124998	124999	Aluexon:6627	chr4:36250102:36250103:+	-	32	0.03	9	8	9
scaffold_2300	129151	129152	Aluexon:6626	chr4:36246792:36246793:+	-	18	-7.85	NA	4	NA
scaffold_2303	108190	108191	Aluexon:2879	chr3:129178215:129178216:+	-	89	-17.22	8	5	8
scaffold_231	789980	789981	Aluexon:4478	chr4:119548323:119548324:+	+	21	-6.76	11	11	6
scaffold_236	461646	461647	Aluexon:6540	chr13:32530464:32530465:+	+	24	-1.47	5	5	5
scaffold_237	213621	213622	Aluexon:341	chr1:231126344:231126345:+	-	56	-4.50	19	19	6
scaffold_23806	37161	37162	Aluexon:976	chr13:96357906:96357907:+	-	132	-11.32	5	5	4
scaffold_2384	191144	191145	Aluexon:1638	chr17:37415549:37415550:-	-	17	6.31	5	5	4
scaffold_2388	134963	134964	Aluexon:2659	chr22:19435963:19435964:+	+	12	-9.72	2	2	2
scaffold_2444	45541	45542	Aluexon:6646	chr8:58265017:58265018:+	+	26	3.06	20	20	3
scaffold_2459	149393	149394	Aluexon:6197	chr1:151766289:151766290:+	+	20	1.51	6	3	6
scaffold_2479	16737	16738	Aluexon:1885	chr19:6500753:6500754:-	+	20	7.62	6	5	6
scaffold_2492	159372	159373	Aluexon:2708	chr22:41180608:41180609:-	-	200	-4.57	NA	NA	NA
scaffold_24960	6226	6227	Aluexon:4926	chr15:90765190:90765191:+	+	32	1.11	9	9	5
scaffold_25025	3377	3378	Aluexon:5412	chr19:12204879:12204880:+	-	38	2.00	7	7	6
scaffold_25119	5910	5911	Aluexon:4017	chr11:18434654:18434655:+	+	29	3.01	19	19	6
scaffold_2514	50145	50146	Aluexon:3266	chr6:28090989:28090990:-	+	20	-5.49	15	15	6
scaffold_2526	126047	126048	Aluexon:4939	chr16:11808326:11808327:-	-	182	0.22	NA	3	NA
scaffold_25362	3690	3691	Aluexon:5411	chr19:12037387:12037388:+	+	176	6.21	6	6	5
scaffold_25373	7047	7048	Aluexon:6573	chr18:61916534:61916535:+	+	24	8.19	5	5	4
scaffold_25449	2864	2865	Aluexon:3246	chr6:7297442:7297443:-	-	29	-18.36	NA	6	NA
scaffold_25512	955	956	Aluexon:3189	chr5:145519266:145519267:-	+	193	-3.30	8	2	8
scaffold_2556	149152	149153	Aluexon:4180	chr7:99718782:99718783:+	+	32	2.30	21	21	7
scaffold_2556	83776	83777	Aluexon:2776	chr3:44499856:44499857:-	+	25	1.10	14	14	7
scaffold_256	173162	173163	Aluexon:3992	chr1:114251849:114251850:-	-	17	3.01	22	22	6
scaffold_25619	5882	5883	Aluexon:4110	chr2:183607100:183607101:+	-	188	3.81	6	3	6
scaffold_2579	12305	12306	Aluexon:5496	chr3:101450205:101450206:+	+	169	-5.88	22	22	13
scaffold_2579	50268	50269	Aluexon:2857	chr3:101501502:101501503:+	+	36	2.42	15	10	15
scaffold_2583	219579	219580	Aluexon:2451	chr2:198267237:198267238:-	-	24	-0.14	6	5	6
scaffold_2585	159711	159712	Aluexon:2553	chr20:33597444:33597445:-	-	30	10.15	26	26	2
scaffold_2593	125928	125929	Aluexon:2419	chr2:169640467:169640468:-	-	270	-24.88	5	4	5
scaffold_2620	23385	23386	Aluexon:269	chr1:171760706:171760707:+	+	80	-16.46	4	3	4
scaffold_2626	3707	3708	Aluexon:6429	chr19:23929883:23929884:-	+	50	2.97	12	12	7
scaffold_2637	163284	163285	Aluexon:5188	chr22:38685393:38685394:-	-	39	-12.47	7	4	7
scaffold_2637	176185	176186	Aluexon:5049	chr17:80214167:80214168:-	-	235	-6.67	15	3	15
scaffold_26447	1770	1771	Aluexon:1376	chr16:30200936:30200937:-	+	180	5.37	8	2	8
scaffold_26476	4960	4961	Aluexon:2955	chr3:194337620:194337621:-	-	27	-16.47	8	8	3
scaffold_267	506403	506404	Aluexon:2817	chr3:52520484:52520485:+	+	39	6.69	5	5	3
scaffold_26820	5788	5789	Aluexon:2218	chr19:53928581:53928582:+	-	12	-5.42	3	3	3
scaffold_26857	7189	7190	Aluexon:384	chr10:12279459:12279460:+	-	35	-1.93	5	4	5
scaffold_2720	80884	80885	Aluexon:1680	chr17:46025255:46025256:+	+	64	-16.49	4	3	4
scaffold_272	136918	136919	Aluexon:831	chr12:99058831:99058832:+	+	23	-5.17	13	13	6
scaffold_2738	192471	192472	Aluexon:5091	chr19:9646196:9646197:-	+	9	3.81	5	3	5
scaffold_2739	44361	44362	Aluexon:4444	chr3:170098805:170098806:+	+	183	-9.71	6	3	6
scaffold_27711	4867	4868	Aluexon:3374	chr6:150119301:150119302:-	-	17	2.79	19	19	7
scaffold_2774	28588	28589	Aluexon:5066	chr18:61088267:61088268:-	-	32	-2.06	6	4	6
scaffold_2785	61043	61044	Aluexon:1011	chr14:21977695:21977696:-	-	163	-25.11	5	4	5
scaffold_28017	7624	7625	Aluexon:1893	chr19:5893301:5893302:-	-	180	3.81	4	2	4
scaffold_2804	205888	205889	Aluexon:5126	chr19:13057848:13057849:-	-	15	-0.57	4	4	3
scaffold_280	540645	540646	Aluexon:459	chr10:99328194:99328195:+	+	24	-3.90	4	2	4
scaffold_2817	49735	49736	Aluexon:4076	chr17:34860660:34860661:-	-	116	-20.90	6	4	6
scaffold_282	347484	347485	Aluexon:1032	chr14:55615402:55615403:-	-	15	1.79	20	20	6
scaffold_2852	63965	63966	Aluexon:4813	chr12:6991462:6991463:-	-	19	-3.88	7	7	6
scaffold_28688	1846	1847	Aluexon:5928	chr3:46063769:46063770:-	+	51	3.74	14	5	14
scaffold_28	710990	710991	Aluexon:6566	chr16:73453990:73453991:+	+	183	-8.66	7	7	3
scaffold_2879	70364	70365	Aluexon:5017	chr17:42798610:42798611:+	+	12	3.01	19	19	6
scaffold_2889	59648	59649	Aluexon:5711	chr11:117902684:117902685:-	+	139	3.78	5	1	5
scaffold_29385	9186	9187	Aluexon:5817	chr16:11645660:11645661:-	-	42	-9.27	5	5	3
scaffold_2945	67475	67476	Aluexon:5254	chr1:204536887:204536888:+	+	28	3.01	19	19	7
scaffold_29542	5108	5109	Aluexon:2294	chr2:27573499:27573500:-	-	31	8.90	5	3	5
scaffold_2957	42704	42705	Aluexon:5157	chr20:47684289:47684290:+	+	22	-3.47	5	5	4
scaffold_29657	1806	1807	Aluexon:5092	chr19:11694230:11694231:+	+	20	-23.62	6	6	6
scaffold_2978	42300	42301	Aluexon:938	chr12:133246023:133246024:-	-	50	-10.73	25	25	6
scaffold_3005	10652	10653	Aluexon:1037	chr14:35519237:35519238:+	+	20	3.06	22	22	6
scaffold_3005	211586	211587	Aluexon:1039	chr14:35743541:35743542:+	+	193	3.81	8	8	6
scaffold_30112	1999	2000	Aluexon:3710	chr8:110354917:110354918:+	+	174	3.81	NA	NA	5
scaffold_3020	153260	153261	Aluexon:1580	chr17:27367699:27367700:+	+	35	7.31	6	5	6
scaffold_3020	63687	63688	Aluexon:1581	chr17:27271587:27271588:-	-	100	4.81	4	4	4
scaffold_3022	191333	191334	Aluexon:5141	chr20:32985012:32985013:+	+	189	3.81	10	3	10
scaffold_30822	40222	40223	Aluexon:4132	chr3:12843546:12843547:-	-	302	-3.49	3	2	3
scaffold_3093	193540	193541	Aluexon:6486	chr9:97886342:97886343:-	-	68	-6.62	24	24	7
scaffold_3093	23763	23764	Aluexon:5729	chr12:56223203:56223204:-	-	56	-13.94	6	1	6
scaffold_30970	6263	6264	Aluexon:4613	chr7:56146776:56146777:+	+	181	-16.66	4	3	4
scaffold_30980	4647	4648	Aluexon:531	chr11:839654:839655:+	+	20	-7.13	3	3	2
scaffold_31075	2297	2298	Aluexon:4948	chr16:28632796:28632797:-	-	35	-13.92	6	4	6
scaffold_311	107902	107903	Aluexon:5697	chr10:111711723:111711724:-	-	22	-0.00	6	6	6
scaffold_31	1130274	1130275	Aluexon:3545	chr7:128583127:128583128:+	+	50	-16.66	5	5	5
scaffold_31	176052	176053	Aluexon:3574	chr7:127326084:127326085:+	+	142	-13.76	14	14	6
scaffold_31329	5922	5923	Aluexon:376	chr10:5844303:5844304:-	-	272	-1.55	16	16	12
scaffold_3133	10898	10899	Aluexon:6405	chr14:104148944:104148945:-	-	101	-2.94	6	6	6
scaffold_3	1432260	1432261	Aluexon:4720	chr9:123280164:123280165:-	-	24	-11.81	13	13	6
scaffold_31473	2311	2312	Aluexon:5432	chr19:55084480:55084481:+	+	16	-30.68	8	8	6
scaffold_3169	102054	102055	Aluexon:209	chr1:144596282:144596283:+	-	19	-6.45	6	6	5
scaffold_318	404342	404343	Aluexon:1734	chr17:73747818:73747819:-	-	20	-3.26	6	6	5
scaffold_3198	82343	82344	Aluexon:1748	chr17:75090150:75090151:+	+	34	-18.24	6	6	6
scaffold_3204	1308	1309	Aluexon:4419	chr3:47082973:47082974:-	-	17	7.96	5	5	5
scaffold_32	1176285	1176286	Aluexon:3355	chr6:126117824:126117825:+	+	35	-1.20	6	6	4
scaffold_3233	44749	44750	Aluexon:4354	chr1:225976298:225976299:+	-	182	-15.21	8	2	8
scaffold_325	196545	196546	Aluexon:4551	chr6:43587021:43587022:-	-	109	-17.72	5	4	5
scaffold_3259	93552	93553	Aluexon:4119	chr20:35218275:35218276:+	+	179	5.72	7	7	5
scaffold_32634	1666	1667	Aluexon:1512	chr17:1566793:1566794:-	-	239	-18.75	7	6	7
scaffold_3320	49201	49202	Aluexon:5788	chr14:106749140:106749141:-	+	44	-20.44	15	15	6
scaffold_3329	74153	74154	Aluexon:5917	chr21:37506059:37506060:-	+	30	3.01	16	16	6
scaffold_3340	24198	24199	Aluexon:2463	chr2:202018858:202018859:+	+	58	4.57	6	6	5
scaffold_3356	175360	175361	Aluexon:802	chr12:64785000:64785001:+	+	40	-25.05	19	19	7
scaffold_3356	56808	56809	Aluexon:803	chr12:64621652:64621653:+	+	192	6.21	5	4	5
scaffold_3359	197276	197277	Aluexon:3028	chr4:84891263:84891264:-	-	24	5.82	6	6	5
scaffold_33628	5354	5355	Aluexon:6219	chr14:19605326:19605327:+	+	177	-11.86	7	4	7
scaffold_33628	5370	5371	Aluexon:6399	chr14:19970058:19970059:-	+	195	-5.06	7	6	7
scaffold_33834	5537	5538	Aluexon:4929	chr16:303652:303653:+	+	172	-13.37	7	7	6
scaffold_3392	30720	30721	Aluexon:5367	chr16:56969861:56969862:+	+	23	-25.39	12	12	5
scaffold_339	594691	594692	Aluexon:6699	chr11:96183197:96183198:-	-	10	-3.07	5	2	5
scaffold_3402	39545	39546	Aluexon:1026	chr14:53198402:53198403:+	+	251	-18.63	6	6	5
scaffold_3402	83102	83103	Aluexon:4876	chr14:53245730:53245731:-	-	14	-3.02	6	4	6
scaffold_34258	4333	4334	Aluexon:2622	chr21:34819447:34819448:-	+	34	1.72	5	5	3
scaffold_3427	60355	60356	Aluexon:4962	chr16:67272548:67272549:+	+	94	-14.33	3	3	3
scaffold_344	155858	155859	Aluexon:104	chr1:40037377:40037378:-	+	170	-5.02	6	3	6
scaffold_3443	41921	41922	Aluexon:1698	chr17:54924719:54924720:+	+	20	3.01	NA	23	NA
scaffold_3459	129648	129649	Aluexon:2642	chr22:18029926:18029927:+	+	109	-16.79	6	6	4
scaffold_34636	1616	1617	Aluexon:252	chr1:154936844:154936845:-	-	94	3.81	6	6	4
scaffold_3463	99447	99448	Aluexon:5497	chr3:119431986:119431987:+	+	69	-4.46	6	5	6
scaffold_3482	52501	52502	Aluexon:5836	chr17:36932878:36932879:-	+	31	-10.66	10	10	6
scaffold_3515	125963	125964	Aluexon:436	chr10:75898689:75898690:-	-	27	-13.65	12	5	12
scaffold_3528	30177	30178	Aluexon:2369	chr2:96907613:96907614:+	+	174	2.53	6	3	6
scaffold_353	543233	543234	Aluexon:1250	chr15:83406309:83406310:-	-	78	-25.28	15	15	6
scaffold_355	32874	32875	Aluexon:5489	chr3:37455422:37455423:+	+	10	6.60	4	4	4
scaffold_3557	36704	36705	Aluexon:6445	chr21:15350878:15350879:-	-	36	1.98	4	4	4
scaffold_35622	8814	8815	Aluexon:415	chr10:51622174:51622175:-	+	32	-2.79	4	4	3
scaffold_3586	50743	50744	Aluexon:574	chr11:35041753:35041754:+	+	19	2.30	27	27	4
scaffold_3629	144999	145000	Aluexon:735	chr12:14922397:14922398:-	+	24	2.07	13	13	5
scaffold_3638	152894	152895	Aluexon:6619	chr3:132531551:132531552:+	+	164	-6.74	5	4	5
scaffold_36389	9609	9610	Aluexon:1713	chr17:59861268:59861269:-	-	178	4.27	6	2	6
scaffold_3675	41068	41069	Aluexon:3847	chr9:131809382:131809383:+	+	23	7.59	6	4	6
scaffold_36767	3667	3668	Aluexon:4547	chr6:36865876:36865877:+	+	18	-0.02	14	14	6
scaffold_3688	47738	47739	Aluexon:105	chr1:40317444:40317445:-	-	192	3.81	8	8	6
scaffold_370	506564	506565	Aluexon:763	chr12:48492937:48492938:-	-	202	4.27	8	8	6
scaffold_37436	4563	4564	Aluexon:2197	chr19:52911477:52911478:+	+	41	4.99	11	11	6
scaffold_3748	85569	85570	Aluexon:1326	chr16:4533670:4533671:+	+	60	-26.93	8	8	5
scaffold_3749	7718	7719	Aluexon:1080	chr14:23501652:23501653:-	-	30	-7.47	9	9	5
scaffold_37544	5526	5527	Aluexon:218	chr1:147492946:147492947:+	-	32	1.21	12	12	6
scaffold_3757	151723	151724	Aluexon:4227	chrX:138906186:138906187:-	-	99	-10.45	14	4	14
scaffold_3832	36197	36198	Aluexon:4237	chr1:20225328:20225329:+	+	22	-16.26	13	13	7
scaffold_38349	7759	7760	Aluexon:2306	chr2:42841332:42841333:+	+	92	-16.30	NA	NA	6
scaffold_38469	8237	8238	Aluexon:4106	chr2:135850128:135850129:+	+	126	-17.05	NA	12	NA
scaffold_38587	9051	9052	Aluexon:991	chr14:20784009:20784010:-	-	40	5.20	6	4	6
scaffold_386	578355	578356	Aluexon:2688	chr22:29759362:29759363:-	-	288	-19.76	6	2	6
scaffold_38689	1432	1433	Aluexon:6459	chr5:179068879:179068880:-	+	18	-0.14	4	4	4
scaffold_3894	99102	99103	Aluexon:3870	chr9:139373284:139373285:-	-	25	-9.65	7	7	5
scaffold_3895	4498	4499	Aluexon:5233	chr1:28056741:28056742:+	+	57	-2.42	6	6	6
scaffold_3917	40169	40170	Aluexon:705	chr11:129738748:129738749:-	-	187	2.34	10	10	6
scaffold_3917	65942	65943	Aluexon:704	chr11:129763280:129763281:-	-	196	5.36	9	9	6
scaffold_3951	140285	140286	Aluexon:1746	chr17:74800265:74800266:+	+	29	-26.56	7	4	7
scaffold_3999	217346	217347	Aluexon:2994	chr4:39323972:39323973:-	+	70	-16.30	10	10	6
scaffold_4027	34811	34812	Aluexon:6798	chr4:186091494:186091495:-	-	21	-11.06	5	5	5
scaffold_4073	40493	40494	Aluexon:3467	chr7:65431763:65431764:-	-	23	3.01	14	14	4
scaffold_4074	3419	3420	Aluexon:2699	chr22:31953358:31953359:+	-	202	4.27	8	8	6
scaffold_4074	82831	82832	Aluexon:2700	chr22:32039580:32039581:-	-	22	2.12	10	10	6
scaffold_4076	26839	26840	Aluexon:4934	chr16:2606158:2606159:+	-	87	-16.75	9	9	3
scaffold_4076	5785	5786	Aluexon:1295	chr16:2621919:2621920:-	+	50	-21.81	17	17	6
scaffold_4076	5896	5897	Aluexon:1296	chr16:2621817:2621818:-	+	152	-1.02	17	17	6
scaffold_4090	58781	58782	Aluexon:6823	chr7:102782850:102782851:-	+	186	-20.50	6	1	6
scaffold_4104	74968	74969	Aluexon:296	chr1:202728481:202728482:-	-	215	-18.27	11	11	6
scaffold_4109	139744	139745	Aluexon:2112	chr19:44337655:44337656:+	+	23	2.48	12	12	7
scaffold_4127	87059	87060	Aluexon:1321	chr16:8874618:8874619:-	-	19	-4.77	4	4	2
scaffold_4140	60014	60015	Aluexon:2692	chr22:37961605:37961606:+	+	31	2.30	20	20	6
scaffold_4142	200533	200534	Aluexon:4749	chr10:51601146:51601147:-	+	212	-5.28	6	2	6
scaffold_41449	1976	1977	Aluexon:5243	chr1:62669117:62669118:+	-	16	-6.73	11	11	6
scaffold_4150	108476	108477	Aluexon:2283	chr2:27522396:27522397:+	+	19	2.35	17	17	5
scaffold_415	523767	523768	Aluexon:5919	chr21:40118340:40118341:-	-	34	2.78	15	15	5
scaffold_4184	130857	130858	Aluexon:998	chr14:29282177:29282178:+	+	30	-7.30	5	2	5
scaffold_42124	4929	4930	Aluexon:3633	chr8:11721972:11721973:-	-	24	3.91	17	17	6
scaffold_42150	5618	5619	Aluexon:6336	chr6_ssto_hap7:4531793:4531794:+	+	55	3.57	NA	12	NA
scaffold_4232	4698	4699	Aluexon:4147	chr4:4237983:4237984:-	-	17	9.32	9	9	5
scaffold_423	514915	514916	Aluexon:442	chr10:89251535:89251536:+	+	26	-1.80	21	3	21
scaffold_423	514965	514966	Aluexon:453	chr10:89005969:89005970:-	+	50	8.09	21	3	21
scaffold_42355	942	943	Aluexon:3405	chr7:11182931:11182932:+	+	15	-11.16	NA	NA	NA
scaffold_4251	134053	134054	Aluexon:4727	chr9:132570313:132570314:-	-	17	-0.91	7	7	6
scaffold_4270	33572	33573	Aluexon:6734	chr16:32193732:32193733:-	+	32	2.30	25	25	8
scaffold_4270	33775	33776	Aluexon:1131	chr15:28863363:28863364:+	+	183	4.95	8	4	8
scaffold_42854	621	622	Aluexon:5746	chr14:74474515:74474516:-	-	19	-29.95	6	3	6
scaffold_4313	125220	125221	Aluexon:5289	chr11:63275457:63275458:+	+	263	-12.80	7	7	6
scaffold_43196	463	464	Aluexon:4791	chr11:70124037:70124038:+	+	33	0.29	6	6	6
scaffold_43432	5649	5650	Aluexon:5446	chr2:108453902:108453903:+	+	258	-12.03	5	3	5
scaffold_434	329441	329442	Aluexon:3287	chr6:38370679:38370680:-	-	162	5.97	6	2	6
scaffold_4350	50535	50536	Aluexon:495	chr10:126103634:126103635:-	-	39	-6.03	9	9	5
scaffold_4352	99920	99921	Aluexon:6363	chr1:71349742:71349743:-	-	49	-3.01	10	10	6
scaffold_4357	152896	152897	Aluexon:5209	chrX:54563642:54563643:+	+	183	-14.58	5	3	5
scaffold_4367	65612	65613	Aluexon:5007	chr17:27133574:27133575:-	-	52	-18.80	12	12	4
scaffold_436	77627	77628	Aluexon:4012	chr10:105176953:105176954:+	+	34	2.90	12	12	6
scaffold_4382	110963	110964	Aluexon:5081	chr19:6379463:6379464:-	-	30	-1.61	11	5	11
scaffold_440	186883	186884	Aluexon:5346	chr15:60328307:60328308:+	+	21	6.29	5	5	4
scaffold_44164	136	137	Aluexon:2198	chr19:53214557:53214558:-	-	59	4.50	NA	NA	NA
scaffold_4439	51630	51631	Aluexon:6776	chr22:46447779:46447780:-	-	195	4.88	6	3	6
scaffold_44484	971	972	Aluexon:3884	chrX:1515886:1515887:+	-	181	6.98	10	10	6
scaffold_4448	92964	92965	Aluexon:3348	chr6:117051269:117051270:+	+	22	1.56	12	12	6
scaffold_445	270783	270784	Aluexon:3264	chr6:25480978:25480979:+	+	30	2.30	18	18	5
scaffold_445	46450	46451	Aluexon:6806	chr6:25255534:25255535:-	-	20	1.94	10	10	3
scaffold_44598	1449	1450	Aluexon:5220	chrX:130904579:130904580:-	+	13	-5.17	NA	NA	NA
scaffold_4529	38119	38120	Aluexon:1648	chr17:40881257:40881258:-	-	196	-8.77	6	6	5
scaffold_4547	12254	12255	Aluexon:676	chr11:71673196:71673197:+	-	184	5.31	13	13	7
scaffold_45590	3731	3732	Aluexon:3643	chr8:30442675:30442676:-	-	27	4.11	NA	19	NA
scaffold_4589	67459	67460	Aluexon:1442	chr16:68307719:68307720:+	-	41	-10.67	7	7	6
scaffold_4600	30792	30793	Aluexon:5926	chr3:15313178:15313179:-	-	20	-5.46	6	6	4
scaffold_4617	107130	107131	Aluexon:5822	chr16:28490907:28490908:-	-	32	3.65	6	6	6
scaffold_4617	107312	107313	Aluexon:1382	chr16:28491086:28491087:-	-	25	-1.78	6	5	6
scaffold_4651	16884	16885	Aluexon:3195	chr5:140028496:140028497:+	+	71	-21.49	15	15	7
scaffold_46515	3541	3542	Aluexon:2836	chr3:67800275:67800276:+	+	24	-10.61	4	4	3
scaffold_46834	5961	5962	Aluexon:3278	chr6:29715202:29715203:-	-	30	1.97	4	2	4
scaffold_46846	1007	1008	Aluexon:1516	chr17:3606636:3606637:-	-	201	-4.32	11	11	8
scaffold_4690	61881	61882	Aluexon:519	chr11:3003029:3003030:-	+	41	-9.91	7	4	7
scaffold_4705	97604	97605	Aluexon:5707	chr11:71773732:71773733:-	-	44	2.18	NA	NA	6
scaffold_4706	48324	48325	Aluexon:4943	chr16:18840317:18840318:-	-	16	0.49	6	6	6
scaffold_47253	525	526	Aluexon:3552	chr7:72448414:72448415:-	+	124	-6.17	6	6	4
scaffold_4753	19040	19041	Aluexon:5622	chr8:144640081:144640082:+	+	23	-6.86	17	17	14
scaffold_47617	261	262	Aluexon:1100	chr14:78235739:78235740:+	+	183	-1.72	7	1	7
scaffold_48222	4677	4678	Aluexon:5801	chr14:106951023:106951024:-	+	182	-25.71	8	8	5
scaffold_48447	4705	4706	Aluexon:3968	chrX:130928494:130928495:-	-	13	7.43	8	8	2
scaffold_48881	5651	5652	Aluexon:1147	chr15:41190854:41190855:+	+	187	0.22	11	9	11
scaffold_49053	5501	5502	Aluexon:5037	chr17:73300826:73300827:-	-	40	-3.85	7	7	3
scaffold_49170	442	443	Aluexon:5004	chr17:29122507:29122508:-	-	26	0.87	7	7	5
scaffold_49234	712	713	Aluexon:2204	chr19:53076387:53076388:+	+	62	-25.62	6	6	6
scaffold_49234	867	868	Aluexon:2215	chr19:53397473:53397474:-	+	192	5.05	6	4	6
scaffold_4945	95567	95568	Aluexon:637	chr11:71191263:71191264:+	+	67	-7.52	7	7	5
scaffold_496	525645	525646	Aluexon:300	chr1:203806600:203806601:+	+	18	2.20	16	16	5
scaffold_4968	85768	85769	Aluexon:106	chr1:40725020:40725021:+	+	0	2.88	7	7	7
scaffold_499	436419	436420	Aluexon:754	chr12:45621949:45621950:+	-	53	6.45	4	3	4
scaffold_5020	2493	2494	Aluexon:4875	chr14:50690388:50690389:-	-	24	0.46	NA	8	NA
scaffold_502	453309	453310	Aluexon:1845	chr19:1032846:1032847:+	-	70	-20.30	9	9	9
scaffold_503	437570	437571	Aluexon:502	chr10:131866872:131866873:-	-	24	2.30	NA	27	NA
scaffold_5049	41962	41963	Aluexon:4460	chr4:57213203:57213204:-	-	17	-3.38	6	5	6
scaffold_5050	131936	131937	Aluexon:6226	chr15:42100587:42100588:+	+	296	-26.60	19	19	5
scaffold_5072	22131	22132	Aluexon:3496	chr7:74857447:74857448:-	+	292	-11.74	2	2	2
scaffold_50842	913	914	Aluexon:4089	chr19:36730265:36730266:+	+	38	-7.23	8	6	8
scaffold_50888	766	767	Aluexon:5795	chr14:106804175:106804176:-	-	115	-11.23	6	5	6
scaffold_50888	803	804	Aluexon:5796	chr14:106804212:106804213:-	-	78	-14.77	6	5	6
scaffold_5099	43740	43741	Aluexon:19	chr1:1254005:1254006:-	-	36	-25.14	20	20	6
scaffold_5124	94683	94684	Aluexon:607	chr11:62650137:62650138:+	-	177	5.05	6	3	6
scaffold_5124	94881	94882	Aluexon:609	chr11:62649975:62649976:+	-	15	2.30	17	17	6
scaffold_5140	4592	4593	Aluexon:2298	chr2:38793342:38793343:-	-	192	4.27	6	3	6
scaffold_514	366246	366247	Aluexon:1284	chr15:101877230:101877231:+	-	30	3.05	10	10	7
scaffold_51807	4599	4600	Aluexon:5841	chr17:43579396:43579397:-	-	21	-5.29	3	3	2
scaffold_5184	110608	110609	Aluexon:2269	chr2:10813112:10813113:-	-	16	-21.11	5	5	5
scaffold_5202	24852	24853	Aluexon:699	chr1:24098373:24098374:-	-	181	8.41	7	7	7
scaffold_52046	643	644	Aluexon:3339	chr6:108363468:108363469:-	+	17	-13.09	3	2	3
scaffold_52138	926	927	Aluexon:6671	chr1:37922060:37922061:-	+	185	4.03	5	4	5
scaffold_526	496648	496649	Aluexon:4804	chr11:125469330:125469331:+	+	35	-4.97	8	8	5
scaffold_5271	109531	109532	Aluexon:1994	chr19:19771428:19771429:-	-	177	3.97	8	2	8
scaffold_5273	73015	73016	Aluexon:5020	chr17:47000125:47000126:-	+	14	1.61	5	3	5
scaffold_53176	4378	4379	Aluexon:4833	chr12:57791981:57791982:-	-	35	3.06	20	20	5
scaffold_53384	143	144	Aluexon:1458	chr16:71924473:71924474:+	+	180	7.54	NA	NA	NA
scaffold_5339	65623	65624	Aluexon:3444	chr7:44452882:44452883:-	-	84	10.45	6	4	6
scaffold_5351	27123	27124	Aluexon:602	chr11:47602726:47602727:+	+	25	1.02	4	4	3
scaffold_53539	4875	4876	Aluexon:4244	chr1:22103603:22103604:-	+	184	-5.23	6	3	6
scaffold_53579	4871	4872	Aluexon:658	chr11:77566463:77566464:+	-	105	-14.06	28	28	6
scaffold_53579	4949	4950	Aluexon:656	chr11:77566389:77566390:+	-	31	4.53	28	28	6
scaffold_540	280421	280422	Aluexon:4555	chr6:53738279:53738280:+	+	198	0.59	19	4	19
scaffold_5402	94729	94730	Aluexon:196	chr1:115261709:115261710:-	-	179	-34.47	9	5	9
scaffold_540	390519	390520	Aluexon:3304	chr6:53859760:53859761:+	+	200	-14.25	8	4	8
scaffold_5417	112030	112031	Aluexon:1705	chr17:57121463:57121464:-	-	216		NA	NA	NA
scaffold_5425	96434	96435	Aluexon:48	chr1:20704856:20704857:-	-	87	-17.96	4	2	4
scaffold_54272	1303	1304	Aluexon:2382	chr2:101811788:101811789:-	+	32	-6.55	6	6	3
scaffold_5451	58895	58896	Aluexon:1309	chr16:3183510:3183511:-	-	220	-20.00	5	3	5
scaffold_5465	3305	3306	Aluexon:3975	chrX:133647963:133647964:+	-	191	3.81	10	3	10
scaffold_5472	108475	108476	Aluexon:6320	chr6:87879390:87879391:+	+	28	9.99	8	4	8
scaffold_55127	1020	1021	Aluexon:3219	chr5:174918495:174918496:+	+	34	1.89	15	15	6
scaffold_5528	11178	11179	Aluexon:33	chr1:1463358:1463359:+	+	24	-11.72	4	3	4
scaffold_5563	48594	48595	Aluexon:4846	chr12:121714270:121714271:-	+	23	-2.03	13	13	6
scaffold_557	56580	56581	Aluexon:3429	chr7:30428626:30428627:+	+	18	2.30	23	23	6
scaffold_5598	42183	42184	Aluexon:3188	chr5:139903348:139903349:+	+	198	-22.72	6	3	6
scaffold_5608	106363	106364	Aluexon:3218	chr5:174904177:174904178:+	+	123	-21.23	10	10	6
scaffold_56423	4021	4022	Aluexon:6292	chr3:197940866:197940867:+	+	23	3.01	13	13	6
scaffold_56423	4221	4222	Aluexon:6669	chr1:140566:140567:-	+	217	-14.83	13	13	6
scaffold_5674	110573	110574	Aluexon:2018	chr19:19161069:19161070:+	+	92	-10.70	6	4	6
scaffold_57174	552	553	Aluexon:4121	chr21:34730117:34730118:+	+	281	-17.77	4	3	4
scaffold_5724	12145	12146	Aluexon:2780	chr3:9877931:9877932:-	-	67	-20.30	17	17	6
scaffold_5724	12190	12191	Aluexon:2781	chr3:9877977:9877978:-	-	21	3.01	17	17	6
scaffold_574	134708	134709	Aluexon:4974	chr16:74964763:74964764:-	+	55	7.61	6	6	6
